Data,AAPL,ATSG,AVNW,BOOM,BREW,BRK_A,CPRT,EZPW,HWKN,HXL,HZO,IART,IBKC,INGR,MPWR,INO,INSM,INSY,SEAC,MCHP,MCHX,NTRS,NUAN,SCSS,TBBK,TCBK,UTHR,YRCW,YUM,ZIXI
2005-06-13,35.9,7.34,1.69,37.7,3.21,84400,24.73,9.85,12.0801,16.78,28.39,31.5,59.84,22.82,9.37,2.58,0.96,9.22,7.06,29.62,14.98,46,3.99,22.18,16.45,20.83,49.48,50.26,52.57,3.05
2005-06-14,36,7.34,1.73,37.73,3.2,84400,24.55,9.98,12.08,17.8,29.46,31.32,59.74,23.46,9.42,2.67,0.97,9.5,7.05,29.59,15.54,45.6,4.01,22.48,16.45,20.97,49.18,49.68,52.67,3.14
2005-06-15,37.13,8,1.7,42.37,3.12,83610,24.58,10.39,12.11,17.61,29.53,31.34,60.5,23.28,9.32,2.83,0.9,9.55,7.02,29.56,15.76,45.84,3.99,21.64,16.67,21.1,49.74,49.8,52.42,3.18
2005-06-16,37.98,8.11,1.83,41.55,3.15,83520,24.69,10.55,12.06,18.36,28.89,31.42,61.48,23.25,9.56,3.1,0.95,9.84,7.02,30.43,15.92,46.11,4.04,21.4,17.02,21.73,50.11,50.3,52.94,3.19
2005-06-17,38.31,8.1,1.86,40.54,3.28,82375,24.75,10.8,12.3,18.36,28.99,31.2,61.11,23.4,9.36,3.32,0.99,9.58,7.02,30.68,16.38,46.33,4.07,20.91,17,21.42,49.93,50.7,53.32,3.14
2005-06-20,37.61,8.2,1.89,42.8,3.15,82700,24.75,10.62,12.3,17.72,28.64,30.89,59.9,23.5,8.821,3.44,1.05,9.86,6.87,30.23,15.89,46.3,3.95,20.87,16.99,21.7,49.8,49.09,53.11,3.13
2005-06-21,37.86,8.5,1.9,41.23,3.35,83650,24.63,10.68,12.06,17.43,28.85,31.53,60.6,23.76,8.32,3.5,1.02,9.66,6.87,30.48,15.91,46,3.93,21.36,17.18,21.77,49.59,48.98,53.25,3.13
2005-06-22,38.55,8.36,1.9,40.62,3.2,83000,24.63,10.9,12.35,17.4,28.77,31.66,61,24.31,8.75,3.48,1.05,9.57,6.9,30.43,15.06,46.45,3.91,21.49,17.03,21.49,49.59,48.76,53.04,3.06
2005-06-23,38.89,8.15,1.85,38.18,3.27,83000,24.31,10.75,12.16,16.48,30.76,31.17,60.17,23.93,8.6,3.32,1.02,9.18,7.3,30.38,14.46,45.31,3.94,21.22,16.39,21.1,48.89,47.29,52.39,3.06
2005-06-24,37.76,8.11,1.71,38.47,3.35,82800,24.02,10.42,12.08,16.92,30.73,30.4,59.35,23.73,9.23,3.27,1.04,9.39,7.25,29.99,14.64,45.69,4.01,21.02,16.99,21.08,49.2,46.69,51.43,3.08
2005-06-27,37.1,8.15,1.72,38.54,3.3,83500,24.01,10.69,12.25,16.61,30.24,30.45,60.195,23.38,9.09,3.3,1,9.86,7.02,29.36,14.32,45.08,3.83,21.15,16.83,21.05,48.17,47.05,51.26,3.04
2005-06-28,37.31,8.15,1.75,40.78,3.24,83100,24.4,10.37,12.196,16.86,30.7,31.1,61.97,24.15,9.5,3.3,1.01,10.33,7.15,29.44,14.35,45.56,3.95,21.68,17.09,21.86,49,48.3,52.04,3.06
2005-06-29,36.37,8.15,1.79,39.62,3.25,83350,24.04,10.07,12.16,16.85,31,30.02,60.99,23.85,9.48,3.25,0.96,10.27,7.05,29.6784,13.95,45.65,3.85,21.82,17.14,21.5,48.78,50,51.92,3.12
2005-06-30,36.81,8.15,1.72,38.69,3.23,83500,23.82,10.75,12.15,16.92,31.25,29.2,61.61,23.76,8.88,3.11,0.98,9.99,7.02,29.62,15.04,45.59,3.77,21.43,17.44,22.34,48.2,49.53,52.08,3.13
2005-07-01,36.5,8.16,1.74,38.49,3.23,83840,24.03,11.03,12.15,16.61,31.25,29.24,61.77,23.99,9.24,3.1,0.98,10.09,7,29.94,15,46.16,3.94,21.22,17.24,22.07,48.06,49.44,51.48,3.14
2005-07-05,37.98,8.2,1.76,39.17,3.234,84300,24.52,11.27,11.9,16.99,31.25,29.51,62.35,24.05,9.24,3.03,0.97,10.41,7.27,30.74,15.42,47,3.95,21.66,17.6,21.52,50,49.73,51.28,3.15
2005-07-06,37.39,8.34,1.83,39.58,3.18,85375,24.33,11.51,11.95,16.72,29.85,28.96,61.85,24.74,8.98,3.06,0.98,10.47,7.2,31.24,15.37,46.52,3.9,21.56,17.42,21.37,49.52,49.84,51.13,3.1
2005-07-07,37.63,8.41,1.88,39.84,3.15,85200,24.16,11.6,11.95,16.75,30,29.95,61.77,24.27,9.22,2.9,0.99,10,7.25,30.93,15.15,46.2,4,21.2,17.74,21.32,51.35,50.28,51.42,3.08
2005-07-08,38.25,8.51,1.94,39.89,3.19,85000,24.77,11.58,12.22,16.9,30.2,30.44,62.94,24.7,9.28,2.9,0.97,10,7.54,32.175,14.65,46.84,4.06,21.2,17.6,21.45,53.41,51.82,51.87,3.13
2005-07-11,38.1,8.65,1.95,44,3.15,85300,25.16,11.67,12.03,17.72,30.91,30.64,64,24.7,9.4,2.81,0.99,10.29,7.72,31.94,14.8,47.49,4.1,21.85,17.88,21.66,53.24,53.05,52,3.6
2005-07-12,38.24,8.49,1.98,40.64,3.2,84600,24.94,11.36,12.19,17.15,30.55,30.93,63.68,24.63,10,2.73,0.99,10.14,7.68,32.24,15.12,48.12,4.26,21.79,17.84,21.87,53.64,52.71,52.38,3.64
2005-07-13,38.35,8.44,2.27,40.74,3.27,84400,25.13,11.05,12.1,17.34,30.06,30.65,63.64,24.28,10.11,2.931,0.99,10.1,7.56,32.51,16.14,48.82,4.3,21.98,17.74,21.55,52.5,52.48,51.71,3.47
2005-07-14,40.75,8.33,2.18,39.72,3.23,83700,24.88,10.85,12.1,16.49,29.73,30.75,64.03,24.46,10.09,2.95,0.97,10.58,7.61,32.61,16.78,48.66,4.33,21.81,17.57,21.16,52.5,53.44,49.85,3.32
2005-07-15,41.55,8.35,2.22,40.22,3.308,84000,24.83,10.85,12.39,16.73,29.4,30.45,64.84,24.53,10.15,2.91,0.98,11.87,7.52,32.43,16.65,48.95,4.3,21.83,18.05,21.34,52.94,52.77,51.42,3.3
2005-07-18,41.49,8.31,2.19,40.39,3.316,83600,24.63,11.43,12.4,16.55,29.23,30.08,64.85,24.06,10.41,3,0.95,11.4,7.35,32.25,17.05,49.02,4.24,21.81,17.65,21.76,52.53,52.09,51.77,3.34
2005-07-19,43.19,8.3,2.22,40.8,3.2,83700,25.03,11.84,12.15,16.75,29.62,30.7,65.1,24.36,8.4,3.04,0.9799,11.8,7.57,32.38,18.04,49.21,4.32,21.97,17.64,22.11,52.76,51.63,52.48,3.2
2005-07-20,43.63,8.4,2.28,41.7,3.2,83880,25.41,11.9,12.4,16.82,30.6,31.41,67,24.47,8.8,3.2,0.95,12.01,7.9,32.48,17.79,50.41,4.27,22.54,17.63,22.74,54.32,54.31,53.29,3.21
2005-07-21,43.29,8.5,2.24,40.92,3.2001,83700,25.23,13.93,12.05,16.52,34.7,30.8,66.78,24.12,8.71,3.2,0.98,11.78,7.58,32.04,18.02,50.23,4.25,21.53,17.71,22.84,54.98,54.77,52.85,3.1
2005-07-22,44,8.66,2.2,40.69,3.29,83710,24.94,14.59,12.05,16.99,35.14,30.99,69.19,24.2,9.89,3.2,0.98,12.14,7.7,31.71,18,51.21,4.35,20.5,17.75,24.365,54,54.27,52.77,3.11
2005-07-25,43.81,8.5,2.3,40.72,3.2,84000,24.66,15.31,12.75,16.45,33.6,30.46,68.12,24.04,9.6,3,0.9799,11.76,7.85,31.56,17.81,50.76,4.19,20,17.47,24.3,53.31,53.56,52.8,3.04
2005-07-26,43.63,8.41,2.29,40.75,3.14,83800,24.69,15.73,12.05,16.11,33.31,30.25,67.11,24,9.6,3.02,0.97,11.76,7.77,31.62,17.5,50.95,4.19,19.17,17.96,25.07,51.2,52.96,52.6,3
2005-07-27,43.99,8.54,2.17,41.21,3.14,83800,24.59,16.2,12.46,16.92,33.32,30.07,67,24,9.46,2.99,0.96,11.82,7.65,31.26,17,50.77,4.16,20.67,17.71,24.8,50.08,52.72,51.63,2.86
2005-07-28,43.8,8.7,2.21,41.3,3.15,83700,24.78,16.79,12.46,17.72,33.27,30.83,67,24.1,9.36,3.07,1,11.87,7.67,31.57,16.92,51.19,4.16,21.48,18.05,24.88,52.06,52.74,51.9,2.92
2005-07-29,42.65,9,2.18,41.36,3.2299,83500,24.46,16.9,12.85,17.28,33.26,30.4,66.96,24.07,9.15,3.08,1.01,11.69,7.58,31.07,16.43,50.8,4.11,21.31,17.775,24.28,53.35,51.59,52.35,2.94
2005-08-01,42.75,9.01,2.24,44.59,3.24,84100,24.45,16.8101,12.51,17.43,33.09,30.86,67,23.73,9.1399,3.24,1.0501,11.43,7.6,31.01,16.65,50.62,4.13,21.51,17.87,24.36,54.05,51.71,51.84,2.86
2005-08-02,43.19,8.9,2.21,44.19,2.998,83600,24.79,15.87,12.36,17.69,33.41,30.76,67.49,23.93,9.14,3.2,1.02,11.5,7.33,31.18,16.16,50.56,4.12,21.74,18.03,24.99,68.27,52.85,52.06,2.83
2005-08-03,43.22,8.98,2.23,44.85,2.87,83400,25.21,15.43,12.47,18.21,33.3,31.152,67,24.14,8.9,3.1,1.01,11.59,7.57,31.23,15.49,50.26,4.02,21.48,18.02,24.26,69.75,53.28,51.33,2.84
2005-08-04,42.71,8.85,2.25,47.1,3.0499,83995,24.85,16.25,12.34,18.05,32.45,31.14,67,23.65,8.38,3.03,1.08,11.65,7.48,30.85,15.28,49.83,4.46,20.54,17.88,22.69,68.89,52.07,51.22,2.85
2005-08-05,42.99,8.9,2.22,45.5,3.001,83500,24.15,16.97,12.34,18.09,31.4,31.02,66.06,23.57,8.17,2.88,1.14,11.62,7.47,30.8,15.2,49.3,4.44,20.72,17.39,21.66,66.77,51.3,50.15,2.76
2005-08-08,42.65,9.03,2.2,45.36,3.14,83300,23.99,17.86,12.35,18.45,31.8,32.3,65.66,23.31,7.9,2.92,1.06,11.95,7.33,30.71,14.98,49.4,4.44,20.5,17.59,21.8,64.71,50.48,50.25,2.94
2005-08-09,43.82,8.8,2.22,45.33,3.018,83200,24.12,17.39,12.5,18.44,30.99,33.18,66.28,23.36,8.01,2.95,1.08,11.7,7.26,30.89,15.2,49.57,4.54,20.6,17.56,21.84,66.29,51.04,50.56,2.92
2005-08-10,43.38,8.25,2.26,44.62,3.05,83200,23.94,17.015,12.63,18.3,31.05,32.8,65.34,23.54,7.92,2.93,1.1,12.19,7.06,30.61,14.76,49.55,4.85,20.55,17.68,21.32,65.98,50.86,50.71,2.6
2005-08-11,44,8.22,2.32,44.1,3,84100,23.77,17.19,12.69,18.41,31.05,33.02,66.64,23.5,7.85,2.9,1.18,12.1,7.24,31.04,15.07,49.98,5.17,20.51,17.75,21.77,67.12,51.55,51.99,2.68
2005-08-12,46.1,8.05,2.3,42.81,3.0299,84200,23.73,17.1,12.718,18.4,31.11,32.8,66.32,23.11,7.71,2.9,1.2,11.8,7.09,30.77,14.42,49.98,5.03,20.24,17.555,21.21,67.705,50.97,51.3,2.7
2005-08-15,47.68,8.2,2.31,43.25,3.03,83390,23.93,16.25,12.51,19.27,31.05,32.86,66.63,23.24,7.74,2.8,1.21,12.12,7.34,30.9,14.51,50.07,5.11,20.7,17.51,21.75,68.5,50.64,52.06,2.69
2005-08-16,46.25,8.03,2.44,42,3.03,83225,22.58,16.25,12.6,19.23,29.87,33.01,51.64,22.7,7.51,2.75,1.22,11.76,7.07,30.74,14.35,49.13,5.05,19.81,17.6,21.35,69.8,49.03,51.62,2.84
2005-08-17,47.15,8.15,2.38,40.43,3.1,82950,22.56,16.2,12.5001,19.79,30.39,33.32,50.34,22.85,7.54,2.6,1.2,11.63,7.03,31.02,14.35,49.63,5.1,20,17.6,21.08,69.86,50.17,51.64,2.79
2005-08-18,46.3,8.26,2.42,39.02,3.18,84700,22.48,16.35,12.72,19.45,29.47,33.22,49.57,22.8,7.4,2.75,1.21,11.82,7.01,30.92,14.15,49.78,4.96,19.79,17.32,21.6,69.85,49.66,51.26,2.72
2005-08-19,45.83,8.06,2.4,39.13,3.159,85000,22.44,16.06,12.45,19,29.5,33.4,49.71,22.91,7,2.78,1.16,11.77,6.86,30.76,13.79,50.49,4.87,19.78,17.31,22.5,69.9,49.86,50.89,2.67
2005-08-22,45.87,8.32,2.47,39.86,3.05,84600,22.44,16.12,12.65,19.1,29.28,33.58,50.91,23,7.14,2.8,1.29,12.18,6.98,31,13.67,50.81,4.93,20.31,17.24,22.94,71.36,48.58,50.38,2.71
2005-08-23,45.74,8.16,2.44,38.88,3.1,84600,22.45,16.36,12.78,19.25,28,33.69,50.75,22.9,7.15,2.69,1.49,12.23,6.99,30.77,13.75,50.46,4.94,20.01,17.02,21.97,70.51,46.67,50.37,2.72
2005-08-24,45.77,8.23,2.37,36.98,3.02,84375,22.54,15.89,12.79,19.2,27.16,33.55,51.7,22.59,7.08,2.68,1.41,12.63,5.86,31.16,13.71,50.23,4.98,19.88,16.9,22.54,69.99,46.41,49,2.69
2005-08-25,46.06,8.26,2.29,37.36,3.01,83700,22.65,15.52,12.8,19.31,27.67,33.54,51.94,22.4,7.15,2.65,1.37,13.46,5.91,31.36,13.7,50.69,5.04,19.82,16.83,22.41,70.75,46.74,49.13,2.6
2005-08-26,45.74,8.15,2.25,35.89,3,83200,22.6,15.75,13,18.92,27.55,33.26,51.11,22.18,7,2.65,1.43,13.34,5.81,30.86,13.81,49.91,4.83,18.89,16.75,21.92,69.52,45.86,48.81,2.5
2005-08-29,45.84,8.1,2.35,34.85,3,83300,23.16,15.94,12.9,19.21,27.26,33.68,51.57,22.36,6.9,2.6,1.32,13.4,5.77,30.84,14.35,50.18,4.94,18.91,16.19,22.55,69.87,45.48,48.79,2.57
2005-08-30,46.57,8.05,2.35,36.4,2.95,82900,22.98,16.19,12.6,19.23,27.66,33.86,51.23,22.29,6.94,2.7,1.46,13.41,6,30.59,14.48,49.53,4.89,18.93,16.19,22.1,69.93,45.42,47.24,2.5
2005-08-31,46.89,8.15,2.45,40.38,3.07,83150,24.69,16.33,12.4,19.45,28.41,34.58,50.5,22.52,8.05,2.6,0.93,13.45,6.12,31.12,14.68,49.84,4.93,19.33,16.67,23,70.21,45.68,47.38,2.41
2005-09-01,46.26,8.03,2.49,40,2.95,82700,24.14,15.93,12.8,19.53,28.38,35.1,48.26,22.68,8.43,2.6,0.87,13.71,6.16,30.25,14.66,50.61,4.94,19.36,16.85,23.54,69.96,46.29,46.96,2.53
2005-09-02,46.22,8.12,2.41,38.6,3,82990,23.88,15.79,12.91,19.06,28.29,34.12,48.19,22.79,8.42,2.64,0.91,13.87,6.1,30.08,14.59,50.18,4.92,19.05,16.73,23.7,69.13,45.71,46.86,2.52
2005-09-06,48.8,8.21,2.38,38.5,3,83800,24.26,16.7,12.76,19.6,29.07,34.05,51.6,22.76,8.39,2.69,0.92,14.27,6.11,30.44,15.06,51.03,5,19.17,16.73,24.43,69.98,45.44,47.75,2.54
2005-09-07,48.68,8.16,2.44,39,3,84100,24.1,17.2,13.199,19.55,29.7,34.51,52.83,22.32,8.34,2.69,0.94,14.85,6.24,30.46,15.84,50.15,5,19.46,16.62,24.8,71.45,45.4,50.66,2.57
2005-09-08,49.78,8.2,2.38,40.4,3,84400,23.84,17.49,13.02,19.2,29.46,36.8,53.02,22.22,8.13,2.65,0.94,15.29,6.09,29.73,15.77,49.82,4.89,19.28,16.65,24.32,69.85,44.86,50.58,2.54
2005-09-09,51.31,8.23,2.46,39.98,3.0399,83750,24.28,17.69,12.98,19.2,28.68,36.31,53.36,22.58,8.1,2.65,1.09,15.12,6.03,30.44,16.055,49.91,4.92,19.6,16.7,23.85,73.9,41.74,51,2.445
2005-09-12,51.4,8.09,2.41,39.18,3.0001,83390,23.96,19.14,13.41,19.56,28.85,36.71,53.49,22.46,8.41,2.65,1.21,15.06,6.08,30.12,16.41,49.73,4.9,19.82,16.86,23.25,72.92,41.55,50.67,2.44
2005-09-13,50.82,8.08,2.38,38.63,2.96,83190,23.92,18.92,13.84,19.08,27.94,36.43,52.49,22.16,8.72,2.9,1.24,14.76,5.91,30.38,16.62,48.87,4.92,19.3,16.5,22.42,72.54,40.1,49.98,2.38
2005-09-14,49.61,8.12,2.36,37.11,3,83100,23.42,18.91,13.65,19,27.28,36.3,52.42,21.63,8.13,2.95,1.18,14.27,5.9,29.86,16.47,48.81,4.82,20.84,16.61,21.41,71.44,40.2,49.47,2.33
2005-09-15,49.87,8.14,2.42,36.69,3,82500,23.18,18.23,13.71,18.6,26.69,36.26,52.75,22.04,8.15,2.72,1.09,13.43,5.85,29.71,16.3,48.53,4.95,21.13,16.7,20.84,71,40.44,49.99,2.26
2005-09-16,51.21,8.39,2.45,37.35,2.991,81400,23.42,18.41,13.996,18.78,27.05,36.4,55.81,22.27,8.32,2.95,1.12,13.38,5.85,29.82,16.66,49.36,5.3,21.7,16.64,23.82,71,40.07,50.58,2.27
2005-09-19,52.64,8.2,2.46,36.56,2.96,81600,23.17,18.57,14.17,18.38,26.69,36.28,56.13,21.96,8.28,2.9,1.19,12.76,5.65,29.15,16.53,49.36,5.11,21,16.58,23.02,70.16,39.68,49.87,2.25
2005-09-20,53.19,8.22,2.47,36.03,2.95,81600,23.23,17.83,14.23,18.78,22.79,36.13,55.27,21.69,8.44,2.94,1.21,12.07,5.69,29.15,16.49,48.78,5.26,19.36,16.09,22.24,69.1,39.47,49.5,2.17
2005-09-21,52.11,8.2,2.41,35.33,3.05,80500,22.66,16.05,14.03,17.87,22.58,35.17,53.63,21.26,8.39,2.89,1.17,11.8,5.5,28.63,15.93,48.07,5.1,19.25,15.75,21.34,68.65,38.38,48.31,2.13
2005-09-22,51.9,8.14,2.4,35.4,3.02,80500,22.71,15.31,14.18,17.93,24.23,35.19,53.9,18.05,8.41,2.8,1.22,11.66,5.4,28.62,16.03,48.22,5.15,19.24,15.88,21.16,69.26,39.06,48.7,2
2005-09-23,53.2,8,2.37,40.16,3.31,82500,22.55,15.8,14.12,17.8,25.11,36.16,54.77,18.77,8.47,2.75,1.18,11.75,5.31,28.97,16.34,48.86,5.2,20.01,15.95,21.21,69.64,39.31,48.94,2.16
2005-09-26,53.84,7.98,2.44,42.69,3.3,82500,23.07,17.32,14.02,17.99,25.08,36.77,53.55,19.03,8.52,2.7,1.09,11.76,5.19,28.93,16.1,49.14,5.28,20.2,15.72,21.6,70.11,39.54,48.67,2.14
2005-09-27,53.44,7.93,2.71,41.45,3.2,82500,23.2,17.35,13.91,18,24.86,37.23,54.26,19.5,8.47,2.84,1.09,12.51,5.19,28.53,15.78,49.32,5.29,20.05,15.7,21.72,69.09,38.43,48.11,2.03
2005-09-28,51.08,8.13,2.64,41.03,3.26,82350,22.95,16.4,13.9,18,25.13,37.4,53.48,19.7,8.32,2.81,1.43,12.09,5.5,28.52,15.52,48.86,5.29,20.11,15.64,21.5,69.02,38.27,47.57,2.03
2005-09-29,52.34,8.15,2.63,41.73,3.3,81400,23.73,16.24,13.8,18,25.42,37.98,52.99,20.01,8.49,2.79,1.25,12.28,5.6,29.63,16.14,50.21,5.3,20.01,16,21.97,68.5,40.52,47.72,2.07
2005-09-30,53.61,8.2,2.6,43.9,3.215,82000,23.87,16.06,13.61,18.29,25.49,38.26,53.15,20.17,8.49,2.72,1.34,12.4,6.36,30.12,16.56,50.55,5.33,19.98,15.99,21.52,69.8,40.38,48.41,2
2005-10-03,54.44,8.35,2.64,44.64,3.01,82400,23.98,16.89,14,18.43,25.6,38.2,53.1,20.26,8.77,2.57,1.37,12.85,6.48,30.04,16.85,51.1,5.79,19.99,16,21.45,70.53,40.39,47.41,2.04
2005-10-04,53.75,8.35,2.63,43.5,3.151,82500,24.03,16.32,14,18.01,25.69,38.15,53.36,20.22,8.74,2.55,1.35,12.42,6.82,29.46,16.31,50.67,5.48,19.9,15.99,21.45,69.18,40.07,48.27,2.06
2005-10-05,52.7801,8,2.66,41.58,3.07,83050,23.84,16.32,13.48,17.51,24.8,37.65,51.36,19.75,9.9,2.46,1.32,11.31,6.84,29.04,16.18,50.14,5.16,18.65,15.85,21.13,68.04,39.74,48.83,2.08
2005-10-06,51.7,8.11,2.67,40.85,3.1299,83100,23.36,15.51,13.2,17.31,24.65,37.4,51.65,20,9.86,2.53,1.28,10.78,6.68,28.36,16.21,49.89,5.12,18.43,15.73,21.44,63.07,40.37,50.19,2.2
2005-10-07,51.3,8.18,2.62,42.4,3.15,83100,23.7,15.645,16.24,17.29,24.73,37.67,52.92,19.77,10.03,2.57,1.23,10.53,6.81,28.35,16,49.54,5.22,18.58,15.73,21.39,62.79,40.51,50.08,2.33
2005-10-10,50.37,8.28,2.58,42.28,3.1135,84500,23.27,14.87,14.76,17.1,24,37.01,51.33,19.93,9.94,2.68,1.17,10.39,6.73,27.85,15.62,49.57,4.99,18.5,16.3,21.38,62.1,40.25,49.38,2.26
2005-10-11,51.59,8.08,2.58,41.96,3.1,84400,23.38,15.1125,13.8,16.85,23.83,36.9,50.94,19.66,10,2.7501,1.16,9.72,6.45,27.3,14.78,49.02,4.93,18.56,15.95,21.32,62.57,40.8,49.6,2.15
2005-10-12,49.25,8.06,2.48,39.67,3.0899,84800,22.98,13.88,13.76,16.37,23.68,36.88,49.99,19.79,10.03,2.85,1.15,9.53,6.34,27.73,14.23,48.53,4.88,17.86,15.95,21.22,60.46,39.62,50.04,2.03
2005-10-13,53.74,7.94,2.34,19.08,3.1,84300,22.99,13.85,13.83,15.86,23.08,37.02,50.05,19.91,10.86,2.86,1.13,9.4,6.47,28.09,14.66,49.08,5.04,17.76,15.69,21.57,61.74,39.22,49.5,2.05
2005-10-14,54,8.21,2.43,19.68,3,84600,23.27,14.15,13.5,15.93,23.49,37.63,51.56,20.1,10.93,2.84,1.16,9.42,6.6,28.01,14.66,49.95,5.17,18.24,15.72,21.49,62.88,40.15,50,2.05
2005-10-17,53.44,8.18,2.38,19.89,3,84850,23.24,14.35,13.2,16.61,23.23,37.31,50.8,20.49,10.58,2.79,1.18,9.61,6.46,28.14,15.15,50.38,5.3,18.28,15.54,21.47,62.98,39.28,49.7,2.02
2005-10-18,52.21,8.13,2.45,20.6,3.1,84600,22.74,14.55,12.95,16.16,22.95,36.87,49.415,22.5,10.32,2.73,1.26,9.71,6.35,28,16.08,50.81,5.39,18.16,15.56,21.45,62,39.26,49.6,2
2005-10-19,54.94,8.17,2.38,20.32,3.03,84500,22.98,14.9,13.023,16.05,22.8,37.05,50.02,22.61,10.42,2.66,1.24,9.94,6.93,28.31,16.81,52.39,5.61,19.49,16,21.5,63.84,39.59,51,2
2005-10-20,56.14,8.06,2.35,19.51,2.99,84500,22.62,14.14,13.09,15.95,23.1,36.11,51.41,22.21,10.7,2.69,1.18,9.84,6.82,28.61,16.72,52.1,5.3,19,15.94,21.34,63.01,39.24,50.91,1.94
2005-10-21,55.66,8.06,2.27,19.4,3.05,84500,22.61,14.05,13.44,15.67,22.85,36.27,51.64,22.5,11.05,2.53,1.18,9.56,6.84,29.7,16.13,52.12,5.2,19.62,15.89,21.47,63,40.23,51.21,1.88
2005-10-24,56.79,8.1,2.34,20.2,3.05,84800,23.18,14.08,13.97,16.03,23.89,36.12,53.12,23.28,12,2.53,1.19,9.69,6.8,29.9501,16.01,52.71,5.2,19.98,16.19,22,65.69,42.11,51.47,1.92
2005-10-25,56.1,8.05,2.4,20.9,2.976,85100,22.99,13.96,13.7,15.8,23.19,36.57,51.85,23.11,11.55,2.51,1.3,9.84,6.63,29.77,15.6,52.27,5.21,20.08,16.39,21.3,66.69,42.45,51.43,1.9
2005-10-26,57.03,7.96,2.55,21.05,2.91,84900,23.01,14.14,13.63,15.86,23.76,36.67,51.91,23.24,11.08,2.4601,1.24,9.52,6.47,29.99,15.27,52.36,5.09,22.24,16.3,21.23,68.24,42.37,50.25,1.86
2005-10-27,55.41,7.78,2.54,20,3.08,84900,22.73,13.96,13.52,15.27,23.44,36.05,50.18,22.81,12.87,2.4,1.2,9.13,6.05,29.79,15.41,52.31,5.01,21.5,16,21,67.5,41.19,48.77,1.95
2005-10-28,54.47,7.92,2.6,20.37,2.92,85200,23.08,14,13.8,15.4,24.4,35.93,52.59,23.18,12.86,2.3,1.17,9.06,6.17,30.47,16.19,53.2,5.1,21.62,16.15,22.04,67.1,43.51,50.11,1.9
2005-10-31,57.59,7.99,2.56,20.82,2.99,85900,23.36,14.69,14.05,15.82,24.7,34.5,53.45,23.81,12.83,2.45,1.25,9.61,6.26,30.15,16.85,53.6,5.14,21.9,17.37,22.57,73.86,44.31,50.87,1.84
2005-11-01,57.5,7.93,2.66,22.09,3.05,86600,23.05,15.09,14.1,15.95,24.76,33.48,53.41,23.35,12.13,2.38,1.17,9.09,6.12,29.37,18.12,52.4,5.1,21.98,17.24,22.25,74.73,44.71,50.37,1.84
2005-11-02,59.95,8.21,2.6,24.6,3.01,87200,23.42,15.66,13.5,16.01,27.47,33.63,54.28,23.76,12.58,2.24,1.18,8.65,6.1,29.76,18.83,52.38,5.22,22.2,17.96,23.43,75.43,46.38,50.69,1.91
2005-11-03,61.8499,8.12,2.71,24.76,3.01,88300,23.57,15.78,13.5,15.78,27.98,33.46,54.25,23.46,12.54,2.26,1.19,8.85,6,30.6,18.51,50.91,5.37,22.25,18.12,23.95,77.82,46.31,51.26,2.13
2005-11-04,61.15,7.99,2.86,25.5,3.031,88300,23.61,15.66,13.5,16.07,27.58,33.41,53.85,23.44,12.84,2.3,1.19,8.96,5.85,30.56,16.99,51.15,5.36,22.46,18.06,23.6899,74.5,45.86,52.17,2.19
2005-11-07,60.23,7.96,3.01,27.05,3.01,89890,24,15.11,13.5,16.05,28.5,33.81,55.28,23.68,13.01,2.26,1.16,9.3,6.17,31.07,17.88,51.99,5.39,22.53,18.6,24.02,75.9,46.61,50.88,2.23
2005-11-08,59.9,7.8,3.05,22.64,3.05,90650,23.74,14.91,13.142,15.63,27.79,33.91,54.48,23.39,14.01,2.31,1.16,9.27,6.29,30.81,18.32,52.01,5.5,21.98,18.56,23.45,76.26,46.33,50.84,2.26
2005-11-09,60.11,7.94,3.11,23.13,3,90440,24,15.63,13.15,15.35,27.72,34.42,55.28,23.71,14.4,2.32,1.17,9.66,6.75,31.49,17.56,52.63,5.49,22.26,18.73,24,73.12,46.32,49.54,2.05
2005-11-10,61.18,7.5,3.18,22.71,3,90490,24.19,15.6,13.35,15.17,28.13,34,55.5,23.92,14.2,2.27,1.18,9.92,6.88,31.52,19.23,53.26,5.48,22.6,18.55,23.8,72.5,46.49,49.47,1.96
2005-11-11,61.54,7.55,3.08,22.99,3.08,90500,24.64,16.55,13.2,15.11,28.02,34.07,56.2,23.86,16.32,2.2301,1.19,10.04,7.53,30.91,20.01,53.35,5.27,22.09,18.7,23.49,73.2,47.68,48.5,1.87
2005-11-14,61.45,7.54,3.08,22.3,3.09,90140,24.61,15.95,13.28,14.75,27.69,34.35,56.01,23.67,16.81,2.07,1.1915,9.96,7.59,31,19.61,52.5,5.16,22.36,18.47,23.37,71.11,47.58,48.66,1.9
2005-11-15,62.28,7.4,3.07,21.88,3,89990,24.56,15.28,13.09,14.65,26.88,34.35,53.52,23.44,17.05,1.99,1.2,9.96,7.25,30.92,19.13,52,5.18,22.33,18.16,22.83,72.42,46.92,47.56,1.85
2005-11-16,64.95,7.26,3.01,22.6,3.09,89000,24.56,14.53,13.09,14.73,26.96,34.25,52.9,22.8,17.24,2.25,1.18,9.84,7.12,30.56,19.09,51.56,5.73,22.12,18.41,21.77,72.2,46.53,46.7,1.96
